cellId	SMTS	SMTSD
GTEX-145LT-1326-SM-5O9AQ	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-SJXC-1526-SM-EZ6L5	Esophagus	Esophagus - Muscularis
GTEX-15FZZ-1326-SM-6PANN	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13X6H-1326-SM-5LU42	Esophagus	Esophagus - Mucosa
GTEX-1I6K7-1326-SM-ARZM1	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-ZPU1-1326-SM-57WE1	Esophagus	Esophagus - Muscularis
GTEX-Y3IK-1226-SM-4WWEK	Esophagus	Esophagus - Muscularis
GTEX-16AAH-0726-SM-793A9	Esophagus	Esophagus - Mucosa
GTEX-17F9Y-1826-SM-7IGMI	Esophagus	Esophagus - Muscularis
GTEX-X4LF-0826-SM-4QASC	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1C64O-1926-SM-79ONP	Esophagus	Esophagus - Muscularis
GTEX-13OVK-1226-SM-6M473	Esophagus	Esophagus - Muscularis
GTEX-YJ8A-1226-SM-5IFHH	Esophagus	Esophagus - Muscularis
GTEX-QEG5-1326-SM-4R1JS	Esophagus	Esophagus - Muscularis
GTEX-148VI-1126-SM-5S2QW	Esophagus	Esophagus - Muscularis
GTEX-1IKJJ-1126-SM-A9G2M	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1AX8Z-1826-SM-73KW6	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-131XF-0826-SM-5GICG	Esophagus	Esophagus - Mucosa
GTEX-SJXC-1426-SM-EYYVB	Esophagus	Esophagus - Mucosa
GTEX-15UF6-2426-SM-7KUME	Esophagus	Esophagus - Muscularis
GTEX-1HSKV-2426-SM-A8N8K	Esophagus	Esophagus - Mucosa
GTEX-1I1GQ-1726-SM-B2LWZ	Esophagus	Esophagus - Mucosa
GTEX-1AX9J-2026-SM-731AV	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1BAJH-2026-SM-7P8OZ	Esophagus	Esophagus - Mucosa
GTEX-ZPCL-1226-SM-4WWFF	Esophagus	Esophagus - Muscularis
GTEX-ZTX8-0326-SM-59HLA	Esophagus	Esophagus - Muscularis
GTEX-Y8LW-0726-SM-5IFI1	Esophagus	Esophagus - Mucosa
GTEX-PLZ4-1626-SM-3P618	Esophagus	Esophagus - Mucosa
GTEX-11DYG-1426-SM-5A5JR	Esophagus	Esophagus - Muscularis
GTEX-1AMFI-0326-SM-731CU	Esophagus	Esophagus - Muscularis
GTEX-S32W-1026-SM-4AD5W	Esophagus	Esophagus - Muscularis
GTEX-WFG8-1026-SM-4LVMZ	Esophagus	Esophagus - Muscularis
GTEX-145MN-1126-SM-5RQJB	Esophagus	Esophagus - Muscularis
GTEX-12WSL-1226-SM-5DUXE	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-YFCO-0726-SM-5ZZVJ	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-WYVS-0726-SM-4ONDO	Esophagus	Esophagus - Mucosa
GTEX-1A8G6-1226-SM-73KVH	Esophagus	Esophagus - Muscularis
GTEX-11OF3-2326-SM-5GU73	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1N5O9-2226-SM-E8VMN	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1B97I-0926-SM-731DZ	Esophagus	Esophagus - Mucosa
GTEX-Y114-1126-SM-4TT7V	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11ZU8-1526-SM-5EGHX	Esophagus	Esophagus - Mucosa
GTEX-1AYCT-1526-SM-73KWC	Esophagus	Esophagus - Muscularis
GTEX-1RAZA-1326-SM-DPS12	Esophagus	Esophagus - Mucosa
GTEX-WY7C-1326-SM-4ONCX	Esophagus	Esophagus - Muscularis
GTEX-OIZH-0626-SM-3NB1L	Esophagus	Esophagus - Mucosa
GTEX-11NUK-1726-SM-5A5L2	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-Y8LW-0526-SM-4VDS7	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-P44H-1426-SM-E9U4O	Esophagus	Esophagus - Muscularis
GTEX-12WSG-5007-SM-7DUGZ	Esophagus	Esophagus - Mucosa
GTEX-144FL-2626-SM-5TDCW	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-Y5V5-1626-SM-4VDSG	Esophagus	Esophagus - Mucosa
GTEX-1GMR8-2026-SM-7RHI8	Esophagus	Esophagus - Muscularis
GTEX-1HFI6-1526-SM-B2LXC	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1HCU8-2426-SM-A9SM7	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-12WSK-1126-SM-5LZV8	Esophagus	Esophagus - Mucosa
GTEX-13YAN-1826-SM-5LU3Q	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1HSEH-1426-SM-B2LXF	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-12WSD-1826-SM-5GCOA	Esophagus	Esophagus - Mucosa
GTEX-TMMY-1226-SM-4DXT6	Esophagus	Esophagus - Muscularis
GTEX-131YS-1426-SM-5IJF7	Esophagus	Esophagus - Mucosa
GTEX-16XZY-0926-SM-7938M	Esophagus	Esophagus - Mucosa
GTEX-YB5K-0626-SM-5LUB5	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1LG7Z-1026-SM-D3LA3	Esophagus	Esophagus - Muscularis
GTEX-N7MS-1126-SM-3LK5E	Esophagus	Esophagus - Muscularis
GTEX-S341-0426-SM-4AD5L	Esophagus	Esophagus - Muscularis
GTEX-1JMQK-1826-SM-CY8I1	Esophagus	Esophagus - Muscularis
GTEX-WXYG-1226-SM-4ONCJ	Esophagus	Esophagus - Mucosa
GTEX-1L5NE-1226-SM-D3L9Q	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-XYKS-1526-SM-4BRUP	Esophagus	Esophagus - Mucosa
GTEX-1LG7Y-1726-SM-EV7AR	Esophagus	Esophagus - Mucosa
GTEX-131XE-1426-SM-5HL7V	Esophagus	Esophagus - Mucosa
GTEX-1J1OQ-2526-SM-AHZ3Q	Esophagus	Esophagus - Mucosa
GTEX-R55D-1226-SM-48FE9	Esophagus	Esophagus - Muscularis
GTEX-ZGAY-1126-SM-4WWBS	Esophagus	Esophagus - Mucosa
GTEX-178AV-0926-SM-793BK	Esophagus	Esophagus - Muscularis
GTEX-1A3MV-1426-SM-72D63	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1AYCT-1426-SM-7DUG1	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-YB5E-0826-SM-4VDRZ	Esophagus	Esophagus - Muscularis
GTEX-1F48J-1426-SM-7P8SC	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-XMD2-1326-SM-4YCET	Esophagus	Esophagus - Mucosa
GTEX-11EMC-2226-SM-5A5JW	Esophagus	Esophagus - Mucosa
GTEX-15SHV-0926-SM-6M46I	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-12BJ1-1626-SM-5HL8Y	Esophagus	Esophagus - Mucosa
GTEX-1B8KZ-0726-SM-7938W	Esophagus	Esophagus - Mucosa
GTEX-1F5PK-1626-SM-7PBZU	Esophagus	Esophagus - Muscularis
GTEX-13QIC-2026-SM-5N9G9	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-ZVT2-1226-SM-5GU5H	Esophagus	Esophagus - Muscularis
GTEX-17HHE-0726-SM-7DHL7	Esophagus	Esophagus - Muscularis
GTEX-ZTPG-1626-SM-5DUX2	Esophagus	Esophagus - Mucosa
GTEX-13OW8-2326-SM-5L3I9	Esophagus	Esophagus - Mucosa
GTEX-1F75I-1726-SM-7MKGW	Esophagus	Esophagus - Mucosa
GTEX-1HCUA-1426-SM-9WPP7	Esophagus	Esophagus - Mucosa
GTEX-OIZG-0926-SM-3LK5Y	Esophagus	Esophagus - Muscularis
GTEX-13PVQ-1926-SM-5L3GN	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1MUQO-1626-SM-DTXED	Esophagus	Esophagus - Muscularis
GTEX-14BMV-1526-SM-793AV	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11VI4-0826-SM-5GU5N	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13FHO-1726-SM-DPRZX	Esophagus	Esophagus - Mucosa
GTEX-S7SF-0926-SM-4AD4M	Esophagus	Esophagus - Mucosa
GTEX-PLZ5-0926-SM-3TW8L	Esophagus	Esophagus - Mucosa
GTEX-1LG7Z-1126-SM-DIPF2	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11DXX-1226-SM-5GICD	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11NSD-1126-SM-5N9BQ	Esophagus	Esophagus - Mucosa
GTEX-ZDTT-1326-SM-4WKFH	Esophagus	Esophagus - Mucosa
GTEX-131XE-1226-SM-5EGKF	Esophagus	Esophagus - Muscularis
GTEX-1JMPY-0726-SM-CE6RU	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CB4F-1426-SM-793DA	Esophagus	Esophagus - Muscularis
GTEX-1HCU6-1326-SM-A96TZ	Esophagus	Esophagus - Mucosa
GTEX-14BIN-2626-SM-5YY8U	Esophagus	Esophagus - Muscularis
GTEX-WFG8-1126-SM-4LVN1	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-14E1K-1226-SM-5S2PD	Esophagus	Esophagus - Mucosa
GTEX-13O1R-1526-SM-5J1O7	Esophagus	Esophagus - Muscularis
GTEX-11WQK-2226-SM-5CVL7	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-11I78-1426-SM-5PNVY	Esophagus	Esophagus - Muscularis
GTEX-11TT1-0626-SM-5GU4X	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-ZVP2-1426-SM-5NQ7P	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-ZDTT-1226-SM-4WKG9	Esophagus	Esophagus - Muscularis
GTEX-11ONC-1426-SM-5N9F4	Esophagus	Esophagus - Muscularis
GTEX-YFC4-2126-SM-EXURK	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-14JG6-0926-SM-6871Y	Esophagus	Esophagus - Mucosa
GTEX-ZY6K-0526-SM-5GZY9	Esophagus	Esophagus - Muscularis
GTEX-1I1GP-1026-SM-C1YRZ	Esophagus	Esophagus - Mucosa
GTEX-XGQ4-1626-SM-4AT6J	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-17F9E-1026-SM-7DUF1	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-15DYW-1826-SM-6LPIY	Esophagus	Esophagus - Mucosa
GTEX-1HSGN-1826-SM-CL54H	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-13OVG-1026-SM-5KLZ3	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-U4B1-0826-SM-4DXTW	Esophagus	Esophagus - Mucosa
GTEX-ZTSS-0826-SM-5985L	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-15UKP-2026-SM-6LPIC	Esophagus	Esophagus - Muscularis
GTEX-UJHI-0826-SM-4IHLM	Esophagus	Esophagus - Mucosa
GTEX-1EWIQ-1526-SM-79OO7	Esophagus	Esophagus - Mucosa
GTEX-1RAZS-2626-SM-EV79C	Esophagus	Esophagus - Mucosa
GTEX-REY6-1326-SM-48FDO	Esophagus	Esophagus - Mucosa
GTEX-14PK6-1126-SM-5YY93	Esophagus	Esophagus - Muscularis
GTEX-1LGRB-1626-SM-CNNR7	Esophagus	Esophagus - Mucosa
GTEX-1CB4E-1226-SM-7MKFX	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-14PJM-1526-SM-664NY	Esophagus	Esophagus - Mucosa
GTEX-16MT8-1226-SM-6M488	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1LC47-1926-SM-DHXKJ	Esophagus	Esophagus - Muscularis
GTEX-17EVQ-1726-SM-7LT9R	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-Q2AG-1226-SM-4GICA	Esophagus	Esophagus - Muscularis
GTEX-13OVL-1926-SM-5KM14	Esophagus	Esophagus - Muscularis
GTEX-14PHX-0926-SM-5ZZWC	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-18465-1126-SM-7LG6E	Esophagus	Esophagus - Mucosa
GTEX-14PJM-1726-SM-6LLHB	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-14BIM-1226-SM-5SIBC	Esophagus	Esophagus - Muscularis
GTEX-1IKK5-1326-SM-AHZ2X	Esophagus	Esophagus - Mucosa
GTEX-1AX9I-1426-SM-7DHM8	Esophagus	Esophagus - Mucosa
GTEX-U3ZH-1126-SM-4DXUG	Esophagus	Esophagus - Muscularis
GTEX-1GMR3-1526-SM-9JGGL	Esophagus	Esophagus - Mucosa
GTEX-1AX9I-1526-SM-72D53	Esophagus	Esophagus - Muscularis
GTEX-XGQ4-1526-SM-4AT6H	Esophagus	Esophagus - Mucosa
GTEX-1QW4Y-0626-SM-E9J2O	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1PPH8-1926-SM-DTXDN	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-UPK5-1326-SM-4IHLE	Esophagus	Esophagus - Muscularis
GTEX-14ICL-0626-SM-5ZZUO	Esophagus	Esophagus - Muscularis
GTEX-1AMFI-0226-SM-731D5	Esophagus	Esophagus - Mucosa
GTEX-1C475-0826-SM-793AD	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1H3NZ-1426-SM-9WYTA	Esophagus	Esophagus - Muscularis
GTEX-1EU9M-2126-SM-7P8P7	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-RU72-0826-SM-46MUS	Esophagus	Esophagus - Muscularis
GTEX-X3Y1-1226-SM-4PQZ8	Esophagus	Esophagus - Muscularis
GTEX-11GSP-1826-SM-5N9DQ	Esophagus	Esophagus - Mucosa
GTEX-11EM3-0726-SM-5GZZM	Esophagus	Esophagus - Muscularis
GTEX-13PL7-0226-SM-731DT	Esophagus	Esophagus - Mucosa
GTEX-O5YT-0726-SM-3MJHA	Esophagus	Esophagus - Muscularis
GTEX-ZAJG-1326-SM-5S2NV	Esophagus	Esophagus - Mucosa
GTEX-13O61-0926-SM-5IFFE	Esophagus	Esophagus - Mucosa
GTEX-14C38-2226-SM-793AW	Esophagus	Esophagus - Muscularis
GTEX-14ICK-1126-SM-69LOO	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-16AAH-0926-SM-7939B	Esophagus	Esophagus - Muscularis
GTEX-17EUY-1326-SM-7DHKZ	Esophagus	Esophagus - Muscularis
GTEX-UPJH-1026-SM-EAZB2	Esophagus	Esophagus - Mucosa
GTEX-148VJ-1126-SM-5NQBZ	Esophagus	Esophagus - Muscularis
GTEX-RUSQ-0926-SM-47JWU	Esophagus	Esophagus - Muscularis
GTEX-1MA7X-0726-SM-EV7AB	Esophagus	Esophagus - Mucosa
GTEX-1399Q-1126-SM-5P9JA	Esophagus	Esophagus - Mucosa
GTEX-1F88F-1126-SM-7MKHL	Esophagus	Esophagus - Mucosa
GTEX-T2IS-0926-SM-4DM5B	Esophagus	Esophagus - Muscularis
GTEX-1HKZK-1326-SM-A9G2D	Esophagus	Esophagus - Muscularis
GTEX-1M5QR-0726-SM-DHXK7	Esophagus	Esophagus - Mucosa
GTEX-1KAFJ-1726-SM-CY8IC	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1J1OQ-2326-SM-A96ST	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1IDJF-1126-SM-ARU7O	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1AMEY-0326-SM-72D5T	Esophagus	Esophagus - Muscularis
GTEX-13111-1126-SM-5GCMZ	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1JMPZ-1826-SM-CXZJT	Stomach	Stomach
GTEX-11P82-0726-SM-5PNYL	Stomach	Stomach
GTEX-17JCI-2226-SM-7LTA1	Stomach	Stomach
GTEX-1R9K5-1026-SM-EAZ4F	Stomach	Stomach
GTEX-ZTX8-0426-SM-59HLG	Stomach	Stomach
GTEX-1IL2V-2026-SM-ARZMA	Stomach	Stomach
GTEX-1QMI2-2126-SM-DPRXQ	Stomach	Stomach
GTEX-145LT-1426-SM-5O9B3	Stomach	Stomach
GTEX-WFON-1126-SM-4LVMA	Stomach	Stomach
GTEX-132AR-2426-SM-5IFFD	Stomach	Stomach
GTEX-XV7Q-1326-SM-4BRWM	Stomach	Stomach
GTEX-P78B-1826-SM-3P5YX	Stomach	Stomach
GTEX-1PIGE-1126-SM-EWRMV	Stomach	Stomach
GTEX-S95S-0826-SM-4B64N	Stomach	Stomach
GTEX-14DAQ-2826-SM-664MU	Stomach	Stomach
GTEX-13CF3-1926-SM-5K7WF	Stomach	Stomach
GTEX-1NSGN-1926-SM-E9J36	Stomach	Stomach
GTEX-YFCO-0826-SM-5LUAG	Stomach	Stomach
GTEX-YEC3-1426-SM-D4P1S	Stomach	Stomach
GTEX-1F5PK-1826-SM-7RHHX	Stomach	Stomach
GTEX-POMQ-0826-SM-3P61H	Stomach	Stomach
GTEX-PWN1-1526-SM-48TDA	Stomach	Stomach
GTEX-1J8Q3-1926-SM-C1YSJ	Stomach	Stomach
GTEX-1HCUA-1626-SM-A9SMG	Stomach	Stomach
GTEX-12WSG-2026-SM-5FQUU	Stomach	Stomach
GTEX-1399S-1626-SM-5P9GI	Stomach	Stomach
GTEX-1CB4H-2426-SM-7PBYR	Stomach	Stomach
GTEX-1GF9U-1126-SM-AHZ4H	Stomach	Stomach
GTEX-1HBPI-0726-SM-9WG7Z	Stomach	Stomach
GTEX-Q2AH-1126-SM-48TZM	Stomach	Stomach
GTEX-1HFI7-1526-SM-9WG7W	Stomach	Stomach
GTEX-1JMPY-0926-SM-ARL92	Stomach	Stomach
GTEX-1HSMQ-2426-SM-CE6RY	Stomach	Stomach
GTEX-15EU6-2526-SM-7KUGB	Stomach	Stomach
GTEX-ZZPU-1426-SM-5GZZ6	Stomach	Stomach
GTEX-ZAB4-1526-SM-5CVN7	Stomach	Stomach
GTEX-11NUK-2426-SM-5BC4U	Stomach	Stomach
GTEX-ZF29-1526-SM-4WKF7	Stomach	Stomach
GTEX-1211K-1426-SM-5FQTF	Stomach	Stomach
GTEX-13X6H-1626-SM-5Q5CT	Stomach	Stomach
GTEX-1399U-1626-SM-5P9J3	Stomach	Stomach
GTEX-17F9E-2226-SM-7IGNC	Stomach	Stomach
GTEX-PLZ6-0826-SM-3P61K	Stomach	Stomach
GTEX-1H1DG-2126-SM-9WPPB	Stomach	Stomach
GTEX-OXRK-1626-SM-3NB17	Stomach	Stomach
GTEX-Y8LW-0826-SM-4WWDO	Stomach	Stomach
GTEX-131XE-2226-SM-5PNYX	Stomach	Stomach
GTEX-XMK1-1526-SM-EYYVO	Stomach	Stomach
GTEX-ZYFG-1326-SM-5GICJ	Stomach	Stomach
GTEX-1AX9J-2626-SM-731EK	Stomach	Stomach
GTEX-1JK1U-1326-SM-AHZ45	Stomach	Stomach
GTEX-13PVR-2126-SM-73KVR	Stomach	Stomach
GTEX-1HKZK-1526-SM-B2LWG	Stomach	Stomach
GTEX-QLQ7-0826-SM-447B3	Stomach	Stomach
GTEX-1F5PL-1426-SM-7MKFH	Stomach	Stomach
GTEX-1GZ4H-1026-SM-9OSXL	Stomach	Stomach
GTEX-18D9B-2226-SM-718BM	Stomach	Stomach
GTEX-111CU-0926-SM-5EGIK	Stomach	Stomach
GTEX-1I1GT-1726-SM-C1YS3	Stomach	Stomach
GTEX-1RMOY-1126-SM-EV79E	Stomach	Stomach
GTEX-1B8KE-1326-SM-73KVI	Stomach	Stomach
GTEX-XAJ8-0326-SM-47JYI	Stomach	Stomach
GTEX-14JG6-1226-SM-664O6	Stomach	Stomach
GTEX-T8EM-1226-SM-4DM5J	Stomach	Stomach
GTEX-15RIE-1026-SM-6LPJQ	Stomach	Stomach
GTEX-WHSB-1226-SM-4M1XR	Stomach	Stomach
GTEX-XBEW-1826-SM-4RTWX	Stomach	Stomach
GTEX-QV44-1226-SM-CJI1S	Stomach	Stomach
GTEX-1LSNM-1026-SM-DHXL2	Stomach	Stomach
GTEX-T5JW-0926-SM-4DM5K	Stomach	Stomach
GTEX-117YW-2226-SM-5N9DB	Stomach	Stomach
GTEX-ZT9W-1526-SM-4YCDE	Stomach	Stomach
GTEX-T5JC-1926-SM-4DM6Q	Stomach	Stomach
GTEX-WYJK-2526-SM-4ONDF	Stomach	Stomach
GTEX-ZVZP-1726-SM-5GZWY	Stomach	Stomach
GTEX-14E6E-0926-SM-664N8	Stomach	Stomach
GTEX-12BJ1-1726-SM-5HL9B	Stomach	Stomach
GTEX-1LBAC-1426-SM-CXZKT	Stomach	Stomach
GTEX-ZV6S-0926-SM-57WGB	Stomach	Stomach
GTEX-1B97J-1826-SM-7IGPP	Stomach	Stomach
GTEX-14BMU-1126-SM-5RQJ8	Stomach	Stomach
GTEX-W5WG-1726-SM-4LMI5	Stomach	Stomach
GTEX-OOBJ-1526-SM-3NB1Q	Stomach	Stomach
GTEX-17HGU-2126-SM-7IGOV	Stomach	Stomach
GTEX-17HII-2426-SM-7KFTT	Stomach	Stomach
GTEX-1LVAM-1426-SM-E9TJ4	Stomach	Stomach
GTEX-ZLV1-0826-SM-DO11P	Stomach	Stomach
GTEX-11WQK-2626-SM-5EQ4K	Stomach	Stomach
GTEX-V955-1326-SM-4JBHR	Stomach	Stomach
GTEX-14PJ3-1426-SM-664O8	Stomach	Stomach
GTEX-1IDJF-1426-SM-ACKWK	Stomach	Stomach
GTEX-1B8L1-1526-SM-79OLK	Stomach	Stomach
GTEX-SUCS-0926-SM-4DM4Z	Stomach	Stomach
GTEX-14PJ6-0826-SM-686Z9	Stomach	Stomach
GTEX-ZDYS-1926-SM-5HL59	Stomach	Stomach
GTEX-ZE7O-3026-SM-51MS4	Stomach	Stomach
GTEX-144GN-1226-SM-5O991	Stomach	Stomach
GTEX-117YX-1026-SM-5H11V	Stomach	Stomach
GTEX-14PHY-0926-SM-5ZZWL	Stomach	Stomach
GTEX-13X6J-2126-SM-5TDCV	Stomach	Stomach
GTEX-1HT8W-2326-SM-A9SLA	Stomach	Stomach
GTEX-1RAZR-1526-SM-EAZ4U	Stomach	Stomach
GTEX-1HR9M-2326-SM-CNPPZ	Stomach	Stomach
GTEX-1GPI7-1326-SM-9KNVA	Stomach	Stomach
GTEX-11GSP-2126-SM-5HL5E	Stomach	Stomach
GTEX-15DCE-1626-SM-6LPJM	Stomach	Stomach
GTEX-OIZF-1526-SM-2I5GR	Stomach	Stomach
GTEX-13O3Q-2126-SM-5KM4C	Stomach	Stomach
GTEX-17EUY-1526-SM-793CA	Stomach	Stomach
GTEX-1KXAM-0926-SM-CXZKA	Stomach	Stomach
GTEX-13OVK-0926-SM-7KUFX	Stomach	Stomach
GTEX-RU1J-0526-SM-46MUT	Stomach	Stomach
GTEX-11EQ9-1226-SM-5987E	Stomach	Stomach
GTEX-1IDJU-1526-SM-CNNR3	Stomach	Stomach
GTEX-1CB4E-1326-SM-7DUGD	Stomach	Stomach
GTEX-SNMC-0626-SM-4DM6H	Stomach	Stomach
GTEX-13QJ3-2726-SM-5SI6L	Stomach	Stomach
GTEX-1C64O-2226-SM-73KTV	Stomach	Stomach
GTEX-1HBPN-1626-SM-9WPNP	Stomach	Stomach
GTEX-11EI6-2426-SM-5PNVS	Stomach	Stomach
GTEX-1J8JJ-1726-SM-C1YQG	Stomach	Stomach
GTEX-1AMEY-1226-SM-731DU	Stomach	Stomach
GTEX-PW2O-1226-SM-48TCH	Stomach	Stomach
GTEX-QDVN-1226-SM-48TZ5	Stomach	Stomach
GTEX-YEC4-1426-SM-5IFHS	Stomach	Stomach
GTEX-XUZC-0726-SM-4BOPH	Stomach	Stomach
GTEX-UJHI-1026-SM-4IHJP	Stomach	Stomach
GTEX-Y5V6-1326-SM-4VDTF	Stomach	Stomach
GTEX-146FH-2126-SM-5SI9U	Stomach	Stomach
GTEX-WXYG-1626-SM-4ONCR	Stomach	Stomach
GTEX-11TT1-0726-SM-5GU5A	Stomach	Stomach
GTEX-13OVI-2426-SM-5KM4J	Stomach	Stomach
GTEX-RUSQ-1126-SM-EAZAU	Stomach	Stomach
GTEX-1J8QM-1126-SM-C1YQB	Stomach	Stomach
GTEX-17KNJ-1526-SM-7LTA9	Stomach	Stomach
GTEX-R55D-1526-SM-48FEJ	Stomach	Stomach
GTEX-P4QT-1526-SM-3NMCT	Stomach	Stomach
GTEX-RM2N-0826-SM-48FD3	Stomach	Stomach
GTEX-1EH9U-2226-SM-7PBXX	Stomach	Stomach
GTEX-WFJO-1126-SM-4LVLZ	Stomach	Stomach
GTEX-1HSEH-1526-SM-B2LXG	Stomach	Stomach
GTEX-11I78-1726-SM-5A5M3	Stomach	Stomach
GTEX-ZYVF-2726-SM-5GID4	Stomach	Stomach
GTEX-ZPU1-1626-SM-4WWB2	Stomach	Stomach
GTEX-TKQ2-0926-SM-4DXU5	Stomach	Stomach
GTEX-14PJ5-0826-SM-6AJAR	Stomach	Stomach
GTEX-X15G-1126-SM-4PQZG	Stomach	Stomach
GTEX-12WSJ-0926-SM-5P9JD	Stomach	Stomach
GTEX-1I6K7-1726-SM-B2LXQ	Stomach	Stomach
GTEX-14BMV-2226-SM-5RQHX	Stomach	Stomach
GTEX-ZVT3-2126-SM-59HL2	Stomach	Stomach
GTEX-139YR-1926-SM-5LZXM	Stomach	Stomach
GTEX-1A3MV-1226-SM-718BW	Stomach	Stomach
GTEX-13N1W-2026-SM-5K7YU	Stomach	Stomach
GTEX-1JMQJ-1326-SM-D4P3B	Stomach	Stomach
GTEX-WH7G-1526-SM-4LVMX	Stomach	Stomach
GTEX-VJYA-1026-SM-4KL21	Stomach	Stomach
GTEX-XPVG-1526-SM-4B66C	Stomach	Stomach
GTEX-ZVP2-1626-SM-5GU5D	Stomach	Stomach
GTEX-1H11D-2226-SM-9OSXN	Stomach	Stomach
GTEX-133LE-1326-SM-5IFGO	Stomach	Stomach
GTEX-ZA64-0826-SM-5HL9U	Stomach	Stomach
GTEX-139D8-2326-SM-5IFGE	Stomach	Stomach
GTEX-XBED-1226-SM-4AT5V	Stomach	Stomach
GTEX-1QW4Y-0726-SM-DTX8E	Stomach	Stomach
GTEX-13FTX-0726-SM-5N9BI	Stomach	Stomach
GTEX-13RTK-0226-SM-5RQHR	Stomach	Stomach
GTEX-1MJIX-1126-SM-EV7AO	Stomach	Stomach
GTEX-1QP2A-2126-SM-DPRZ7	Stomach	Stomach
GTEX-Y114-1226-SM-4TT88	Stomach	Stomach
GTEX-17MF6-2126-SM-7KFS7	Stomach	Stomach
GTEX-1GN1W-2126-SM-9JGI7	Stomach	Stomach
GTEX-OXRL-1526-SM-E6CHQ	Stomach	Stomach
GTEX-S4P3-0726-SM-4AD57	Stomach	Stomach
GTEX-1S3DN-1526-SM-EVYCB	Stomach	Stomach
GTEX-WFG8-1326-SM-4LVN3	Stomach	Stomach
GTEX-1MCYP-1126-SM-E9J2P	Stomach	Stomach
GTEX-R53T-1226-SM-48FCT	Stomach	Stomach
GTEX-1KD5A-1426-SM-D4P3V	Stomach	Stomach
GTEX-12WSD-2326-SM-59HKQ	Stomach	Stomach
GTEX-145ME-1026-SM-5O9B4	Stomach	Stomach
GTEX-1AMFI-1226-SM-731CZ	Stomach	Stomach
GTEX-ZLFU-1326-SM-DO11R	Stomach	Stomach
GTEX-P4PP-1526-SM-3P61M	Stomach	Stomach
GTEX-15UF7-1226-SM-6M46G	Stomach	Stomach
GTEX-16NGA-1526-SM-72D56	Stomach	Stomach
GTEX-17F98-1526-SM-7EWD8	Stomach	Stomach
GTEX-1399R-1126-SM-5IFIO	Stomach	Stomach
GTEX-O5YW-1526-SM-3MJGL	Stomach	Stomach
